CUST_NO.,XCOORD.,YCOORD.,DEMAND,READYTIME,DUEDATE,SERVICETIME
121,30,52,20,0,1135,90
122,28,52,20,812,883,90
123,28,55,10,732,777,90
124,25,50,10,65,144,90
125,25,52,40,169,224,90
126,25,55,10,0,1130,90
127,23,52,10,261,316,90
128,23,55,20,546,593,90
129,20,50,10,358,405,90
130,20,55,10,449,504,90
131,10,35,20,0,1112,90
132,10,40,30,31,100,90
133,8,40,40,87,158,90
134,8,45,20,0,1113,90
135,5,35,10,283,344,90
136,5,45,10,665,716,90
137,2,40,20,0,1106,90
138,0,40,30,479,522,90
139,0,45,20,567,624,90
140,35,30,10,264,321,90
141,35,32,10,166,235,90
142,33,32,20,68,149,90
143,33,35,10,16,80,90
144,32,30,10,359,412,90
145,30,30,10,541,600,90
146,30,32,30,448,509,90
147,30,35,10,1054,1127,90
148,28,30,10,0,1122,90
149,28,35,10,1001,1066,90
150,26,32,10,0,1123,90
151,25,30,10,725,786,90
152,25,35,10,0,1124,90
153,44,5,20,286,347,90
154,42,10,40,186,257,90
155,42,15,10,95,158,90
156,40,5,30,385,436,90
157,40,15,40,35,87,90
158,38,5,30,471,534,90
159,38,15,10,0,1110,90
160,35,5,20,562,629,90
161,50,30,10,531,610,90
162,50,35,20,262,317,90
163,50,40,50,171,218,90
164,48,30,10,632,693,90
165,48,40,10,76,129,90
166,47,35,10,826,875,90
167,47,40,10,12,77,90
168,45,30,10,734,777,90
169,45,35,10,916,969,90
170,95,30,30,387,456,90
171,95,35,20,293,360,90
172,53,30,10,0,1122,90
173,92,30,10,478,551,90
174,53,35,50,353,412,90
175,45,65,20,0,1130,90
176,90,35,10,203,260,90
177,88,30,10,574,643,90
178,88,35,20,109,170,90
179,87,30,10,668,731,90
180,85,25,10,769,820,90
181,85,35,30,47,124,90
182,75,55,20,0,1110,90
183,72,55,10,0,1113,90
184,70,58,20,458,523,90
185,68,60,30,0,1116,90
186,66,55,10,173,238,90
187,65,55,20,85,144,90
188,65,60,30,645,708,90
189,63,58,10,737,802,90
190,60,55,10,20,84,90
191,60,60,10,0,1123,90
192,67,85,20,368,441,90
193,65,85,40,475,518,90
194,65,82,10,0,1105,90
195,62,80,30,0,1108,90
196,60,80,10,0,1109,90
197,60,85,30,561,622,90
198,58,75,20,0,1115,90
199,55,80,10,743,820,90
200,55,85,20,647,726,90
201,45,68,10,0,1127,90
202,45,70,30,0,1125,90
203,42,66,10,0,1129,90
204,42,68,10,727,782,90
205,42,65,10,0,1130,90
206,40,69,20,621,702,90
207,40,66,20,0,1130,90
208,38,68,20,255,324,90
209,38,70,10,534,605,90
210,35,66,10,357,410,90
211,35,69,10,448,505,90
212,25,85,20,0,1107,90
213,22,75,30,30,92,90
214,22,85,10,0,1106,90
215,20,80,40,384,429,90
216,20,85,40,0,1105,90
217,18,75,20,99,148,90
218,15,75,20,0,1110,90
219,15,80,10,0,1106,90
220,30,50,10,0,1136,90
221,30,52,20,0,1135,90
222,28,52,20,812,883,90
223,28,55,10,732,777,90
224,25,50,10,0,1131,90
225,25,52,40,169,224,90
226,25,55,10,0,1130,90
227,23,52,10,261,316,90
228,23,55,20,0,1128,90
229,20,50,10,0,1126,90
230,20,55,10,449,504,90
231,10,35,20,0,1112,90
232,10,40,30,0,1114,90
233,8,40,40,87,158,90
234,8,45,20,0,1113,90
235,5,35,10,283,344,90
236,5,45,10,665,716,90
237,2,40,20,0,1106,90
238,0,40,30,479,522,90
239,0,45,20,567,624,90
240,35,30,10,264,321,90
241,35,32,10,166,235,90
242,33,32,20,68,149,90
243,33,35,10,0,1129,90
244,32,30,10,359,412,90
245,30,30,10,541,600,90
246,30,32,30,0,1125,90
247,30,35,10,0,1127,90
248,28,30,10,0,1122,90
249,28,35,10,1001,1066,90
250,26,32,10,0,1123,90
251,25,30,10,0,1121,90
252,25,35,10,0,1124,90
253,44,5,20,286,347,90
254,42,10,40,0,1105,90
255,42,15,10,95,158,90
256,40,5,30,385,436,90
257,40,15,40,0,1111,90
258,38,5,30,471,534,90
259,38,15,10,0,1110,90
260,35,5,20,0,1100,90
261,50,30,10,0,1123,90
262,50,35,20,262,317,90
263,50,40,50,0,1131,90
264,48,30,10,632,693,90
265,48,40,10,76,129,90
266,47,35,10,826,875,90
267,47,40,10,12,77,90
268,45,30,10,734,777,90
269,45,35,10,916,969,90
270,95,30,30,387,456,90
271,95,35,20,0,1088,90
272,53,30,10,0,1122,90
273,92,30,10,0,1090,90
274,53,35,50,353,412,90
275,45,65,20,0,1130,90
276,90,35,10,203,260,90
277,88,30,10,574,643,90
278,88,35,20,109,170,90
279,87,30,10,668,731,90
280,85,25,10,769,820,90
281,85,35,30,0,1098,90
282,75,55,20,0,1110,90
283,72,55,10,0,1113,90
284,70,58,20,458,523,90
285,68,60,30,0,1116,90
286,66,55,10,0,1119,90
287,65,55,20,85,144,90
288,65,60,30,645,708,90
289,63,58,10,0,1121,90
290,60,55,10,0,1125,90
291,60,60,10,0,1123,90
292,67,85,20,368,441,90
293,65,85,40,475,518,90
294,65,82,10,0,1105,90
295,62,80,30,0,1108,90
296,60,80,10,0,1109,90
297,60,85,30,0,1105,90
298,58,75,20,0,1115,90
299,55,80,10,743,820,90
300,55,85,20,647,726,90
301,45,68,10,0,1127,90
302,45,70,30,0,1125,90
303,42,66,10,0,1129,90
304,42,68,10,727,782,90
305,42,65,10,0,1130,90
306,40,69,20,0,1127,90
307,40,66,20,0,1130,90
308,38,68,20,255,324,90
309,38,70,10,534,605,90
310,35,66,10,0,1129,90
311,35,69,10,448,505,90
312,25,85,20,0,1107,90
313,22,75,30,30,92,90
314,22,85,10,0,1106,90
315,20,80,40,384,429,90
316,20,85,40,0,1105,90
317,18,75,20,0,1112,90
318,15,75,20,0,1110,90
319,15,80,10,0,1106,90
320,30,50,10,0,1136,90
321,30,52,20,0,1135,90
322,28,52,20,0,1133,90
323,28,55,10,732,777,90
324,25,50,10,0,1131,90
325,25,52,40,169,224,90
326,25,55,10,0,1130,90
327,23,52,10,0,1128,90
328,23,55,20,0,1128,90
329,20,50,10,0,1126,90
330,20,55,10,0,1125,90
331,10,35,20,0,1112,90
332,10,40,30,0,1114,90
333,8,40,40,0,1112,90
334,8,45,20,0,1113,90
335,5,35,10,0,1107,90
336,5,45,10,0,1110,90
337,2,40,20,0,1106,90
338,0,40,30,479,522,90
339,0,45,20,0,1105,90
340,35,30,10,0,1125,90
341,35,32,10,0,1127,90
342,33,32,20,0,1126,90
343,33,35,10,0,1129,90
344,32,30,10,359,412,90
345,30,30,10,0,1123,90
346,30,32,30,0,1125,90
347,30,35,10,0,1127,90
348,28,30,10,0,1122,90
349,28,35,10,0,1126,90
350,26,32,10,0,1123,90
351,25,30,10,0,1121,90
352,25,35,10,0,1124,90
353,44,5,20,286,347,90
354,42,10,40,0,1105,90
355,42,15,10,95,158,90
356,40,5,30,0,1101,90
357,40,15,40,0,1111,90
358,38,5,30,471,534,90
359,38,15,10,0,1110,90
360,35,5,20,0,1100,90
361,50,30,10,0,1123,90
362,50,35,20,262,317,90
363,50,40,50,0,1131,90
364,48,30,10,0,1124,90
365,48,40,10,0,1133,90
366,47,35,10,0,1129,90
367,47,40,10,12,77,90
368,45,30,10,0,1125,90
369,45,35,10,916,969,90
370,95,30,30,0,1087,90
371,95,35,20,0,1088,90
372,53,30,10,0,1122,90
373,92,30,10,0,1090,90
374,53,35,50,353,412,90
375,45,65,20,0,1130,90
376,90,35,10,203,260,90
377,88,30,10,574,643,90
378,88,35,20,0,1095,90
379,87,30,10,668,731,90
380,85,25,10,0,1094,90
381,85,35,30,0,1098,90
382,75,55,20,0,1110,90
383,72,55,10,0,1113,90
384,70,58,20,458,523,90
385,68,60,30,0,1116,90
386,66,55,10,0,1119,90
387,65,55,20,85,144,90
388,65,60,30,0,1119,90
389,63,58,10,0,1121,90
390,60,55,10,0,1125,90
391,60,60,10,0,1123,90
392,67,85,20,368,441,90
393,65,85,40,0,1102,90
394,65,82,10,0,1105,90
395,62,80,30,0,1108,90
396,60,80,10,0,1109,90
397,60,85,30,0,1105,90
398,58,75,20,0,1115,90
399,55,80,10,743,820,90
400,55,85,20,647,726,90
401,45,68,10,885,994,90
402,45,70,30,802,893,90
403,42,66,10,25,186,90
404,42,68,10,699,810,90
405,42,65,10,15,120,90
406,40,69,20,580,743,90
407,40,66,20,142,253,90
408,38,68,20,220,359,90
409,38,70,10,499,640,90
410,35,66,10,331,436,90
411,35,69,10,420,533,90
412,25,85,20,617,756,90
413,22,75,30,30,155,90
414,22,85,10,541,646,90
415,20,80,40,362,451,90
416,20,85,40,448,555,90
417,18,75,20,75,172,90
418,15,75,20,142,291,90
419,15,80,10,244,379,90
420,30,50,10,10,137,90
421,30,52,20,888,991,90
422,28,52,20,776,919,90
423,28,55,10,709,800,90
424,25,50,10,25,184,90
425,25,52,40,142,251,90
426,25,55,10,582,741,90
427,23,52,10,234,343,90
428,23,55,20,523,616,90
429,20,50,10,335,428,90
430,20,55,10,422,531,90
431,10,35,20,181,256,90
432,10,40,30,31,170,90
433,8,40,40,52,193,90
434,8,45,20,719,848,90
435,5,35,10,252,375,90
436,5,45,10,639,742,90
437,2,40,20,357,460,90
438,0,40,30,457,544,90
439,0,45,20,538,653,90
440,35,30,10,236,349,90
441,35,32,10,132,269,90
442,33,32,20,27,190,90
443,33,35,10,16,144,90
444,32,30,10,332,439,90
445,30,30,10,512,629,90
446,30,32,30,417,540,90
447,30,35,10,982,1127,90
448,28,30,10,601,724,90
449,28,35,10,969,1098,90
450,26,32,10,783,912,90
451,25,30,10,695,816,90
452,25,35,10,883,998,90
453,44,5,20,255,378,90
454,42,10,40,150,293,90
455,42,15,10,63,190,90
456,40,5,30,359,462,90
457,40,15,40,35,140,90
458,38,5,30,439,566,90
459,38,15,10,607,784,90
460,35,5,20,529,662,90
461,50,30,10,491,650,90
462,50,35,20,235,344,90
463,50,40,50,147,242,90
464,48,30,10,601,724,90
465,48,40,10,50,155,90
466,47,35,10,802,899,90
467,47,40,10,12,143,90
468,45,30,10,712,799,90
469,45,35,10,889,996,90
470,95,30,30,353,490,90
471,95,35,20,260,393,90
472,53,30,10,422,533,90
473,92,30,10,442,587,90
474,53,35,50,323,442,90
475,45,65,20,962,1103,90
476,90,35,10,175,288,90
477,88,30,10,539,678,90
478,88,35,20,78,201,90
479,87,30,10,636,763,90
480,85,25,10,744,845,90
481,85,35,30,47,201,90
482,75,55,20,344,445,90
483,72,55,10,228,375,90
484,70,58,20,425,556,90
485,68,60,30,527,640,90
486,66,55,10,141,270,90
487,65,55,20,56,173,90
488,65,60,30,614,739,90
489,63,58,10,705,834,90
490,60,55,10,20,148,90
491,60,60,10,809,916,90
492,67,85,20,331,478,90
493,65,85,40,453,540,90
494,65,82,10,260,361,90
495,62,80,30,174,261,90
496,60,80,10,64,187,90
497,60,85,30,531,652,90
498,58,75,20,30,139,90
499,55,80,10,705,858,90
500,55,85,20,608,765,90
501,45,68,10,890,989,90
502,45,70,30,816,879,90
503,42,66,10,55,156,90
504,42,68,10,703,806,90
505,42,65,10,15,60,90
506,40,69,20,559,764,90
507,40,66,20,172,223,90
508,38,68,20,250,329,90
509,38,70,10,489,650,90
510,35,66,10,361,406,90
511,35,69,10,450,503,90
512,25,85,20,647,726,90
513,22,75,30,30,95,90
514,22,85,10,571,616,90
515,20,80,40,392,421,90
516,20,85,40,478,525,90
517,18,75,20,105,142,90
518,15,75,20,172,261,90
519,15,80,10,274,349,90
520,30,50,10,10,77,90
521,30,52,20,918,961,90
522,28,52,20,806,889,90
523,28,55,10,739,770,90
524,25,50,10,55,154,90
525,25,52,40,172,221,90
526,25,55,10,612,711,90
527,23,52,10,264,313,90
528,23,55,20,553,586,90
529,20,50,10,365,398,90
530,20,55,10,452,501,90
531,10,35,20,204,233,90
532,10,40,30,31,189,90
533,8,40,40,42,203,90
534,8,45,20,715,852,90
535,5,35,10,251,376,90
536,5,45,10,648,733,90
537,2,40,20,365,452,90
538,0,40,30,474,527,90
539,0,45,20,541,650,90
540,35,30,10,240,345,90
541,35,32,10,123,278,90
542,33,32,20,19,225,90
543,33,35,10,16,153,90
544,32,30,10,338,433,90
545,30,30,10,513,628,90
546,30,32,30,415,542,90
547,30,35,10,872,1127,90
548,28,30,10,599,726,90
549,28,35,10,917,1126,90
550,26,32,10,779,916,90
551,25,30,10,695,816,90
552,25,35,10,857,1024,90
553,44,5,20,221,412,90
554,42,10,40,96,347,90
555,42,15,10,35,233,90
556,40,5,30,347,474,90
557,40,15,40,35,172,90
558,38,5,30,403,602,90
559,38,15,10,521,870,90
560,35,5,20,487,704,90
561,50,30,10,422,719,90
562,50,35,20,217,362,90
563,50,40,50,142,247,90
564,48,30,10,567,758,90
565,48,40,10,34,171,90
566,47,35,10,794,907,90
567,47,40,10,12,226,90
568,45,30,10,716,795,90
569,45,35,10,873,1012,90
570,95,30,30,266,577,90
571,95,35,20,181,472,90
572,53,30,10,402,553,90
573,92,30,10,345,684,90
574,53,35,50,294,471,90
575,45,65,20,951,1114,90
576,90,35,10,153,310,90
577,88,30,10,450,767,90
578,88,35,20,50,237,90
579,87,30,10,567,832,90
580,85,25,10,713,876,90
581,85,35,30,47,331,90
582,75,55,20,311,478,90
583,72,55,10,127,476,90
584,70,58,20,349,632,90
585,68,60,30,476,691,90
586,66,55,10,67,344,90
587,65,55,20,25,256,90
588,65,60,30,546,807,90
589,63,58,10,630,909,90
590,60,55,10,20,293,90
591,60,60,10,769,956,90
592,67,85,20,229,580,90
593,65,85,40,442,551,90
594,65,82,10,227,394,90
595,62,80,30,163,272,90
596,60,80,10,36,291,90
597,60,85,30,469,714,90
598,58,75,20,30,227,90
599,55,80,10,595,968,90
600,55,85,20,493,880,90
601,45,68,10,850,1030,90
602,45,70,30,758,938,90
603,42,66,10,16,196,90
604,42,68,10,665,845,90
605,42,65,10,15,195,90
606,40,69,20,572,752,90
607,40,66,20,108,288,90
608,38,68,20,200,380,90
609,38,70,10,480,660,90
610,35,66,10,294,474,90
611,35,69,10,387,567,90
612,25,85,20,597,777,90
613,22,75,30,30,210,90
614,22,85,10,504,684,90
615,20,80,40,317,497,90
616,20,85,40,412,592,90
617,18,75,20,34,214,90
618,15,75,20,127,307,90
619,15,80,10,222,402,90
620,30,50,10,10,190,90
621,30,52,20,850,1030,90
622,28,52,20,758,938,90
623,28,55,10,665,845,90
624,25,50,10,15,195,90
625,25,52,40,107,287,90
626,25,55,10,572,752,90
627,23,52,10,199,379,90
628,23,55,20,480,660,90
629,20,50,10,292,472,90
630,20,55,10,387,567,90
631,10,35,20,129,309,90
632,10,40,30,31,211,90
633,8,40,40,33,213,90
634,8,45,20,694,874,90
635,5,35,10,224,404,90
636,5,45,10,601,781,90
637,2,40,20,319,499,90
638,0,40,30,411,591,90
639,0,45,20,506,686,90
640,35,30,10,203,383,90
641,35,32,10,111,291,90
642,33,32,20,19,199,90
643,33,35,10,16,196,90
644,32,30,10,296,476,90
645,30,30,10,481,661,90
646,30,32,30,389,569,90
647,30,35,10,947,1127,90
648,28,30,10,573,753,90
649,28,35,10,944,1124,90
650,26,32,10,758,938,90
651,25,30,10,666,846,90
652,25,35,10,851,1031,90
653,44,5,20,227,407,90
654,42,10,40,132,312,90
655,42,15,10,37,217,90
656,40,5,30,321,501,90
657,40,15,40,35,215,90
658,38,5,30,413,593,90
659,38,15,10,606,786,90
660,35,5,20,506,686,90
661,50,30,10,481,661,90
662,50,35,20,200,380,90
663,50,40,50,105,285,90
664,48,30,10,573,753,90
665,48,40,10,13,193,90
666,47,35,10,761,941,90
667,47,40,10,12,192,90
668,45,30,10,666,846,90
669,45,35,10,853,1033,90
670,95,30,30,332,512,90
671,95,35,20,237,417,90
672,53,30,10,388,568,90
673,92,30,10,425,605,90
674,53,35,50,293,473,90
675,45,65,20,943,1123,90
676,90,35,10,142,322,90
677,88,30,10,519,699,90
678,88,35,20,50,230,90
679,87,30,10,610,790,90
680,85,25,10,705,885,90
681,85,35,30,47,227,90
682,75,55,20,305,485,90
683,72,55,10,212,392,90
684,70,58,20,401,581,90
685,68,60,30,494,674,90
686,66,55,10,116,296,90
687,65,55,20,25,205,90
688,65,60,30,587,767,90
689,63,58,10,680,860,90
690,60,55,10,20,200,90
691,60,60,10,773,953,90
692,67,85,20,315,495,90
693,65,85,40,407,587,90
694,65,82,10,221,401,90
695,62,80,30,128,308,90
696,60,80,10,36,216,90
697,60,85,30,502,682,90
698,58,75,20,30,210,90
699,55,80,10,692,872,90
700,55,85,20,597,777,90
701,45,68,10,830,1049,90
702,45,70,30,756,939,90
703,42,66,10,16,336,90
704,42,68,10,643,866,90
705,42,65,10,15,226,90
706,40,69,20,499,824,90
707,40,66,20,87,308,90
708,38,68,20,150,429,90
709,38,70,10,429,710,90
710,35,66,10,279,488,90
711,35,69,10,363,590,90
712,25,85,20,547,826,90
713,22,75,30,30,280,90
714,22,85,10,489,698,90
715,20,80,40,318,495,90
716,20,85,40,394,609,90
717,18,75,20,33,226,90
718,15,75,20,68,365,90
719,15,80,10,176,447,90
720,30,50,10,10,265,90
721,30,52,20,836,1043,90
722,28,52,20,704,991,90
723,28,55,10,664,845,90
724,25,50,10,15,333,90
725,25,52,40,88,305,90
726,25,55,10,502,821,90
727,23,52,10,179,398,90
728,23,55,20,476,663,90
729,20,50,10,288,475,90
730,20,55,10,368,585,90
731,10,35,20,144,293,90
732,10,40,30,31,309,90
733,8,40,40,33,313,90
734,8,45,20,655,912,90
735,5,35,10,191,436,90
736,5,45,10,588,793,90
737,2,40,20,305,512,90
738,0,40,30,414,587,90
739,0,45,20,481,710,90
740,35,30,10,180,405,90
741,35,32,10,63,338,90
742,33,32,20,19,345,90
743,33,35,10,16,273,90
744,32,30,10,278,493,90
745,30,30,10,453,688,90
746,30,32,30,355,602,90
747,30,35,10,837,1127,90
748,28,30,10,539,786,90
749,28,35,10,867,1126,90
750,26,32,10,719,976,90
751,25,30,10,635,876,90
752,25,35,10,825,1056,90
753,44,5,20,193,440,90
754,42,10,40,78,365,90
755,42,15,10,35,287,90
756,40,5,30,308,513,90
757,40,15,40,35,246,90
758,38,5,30,376,629,90
759,38,15,10,519,872,90
760,35,5,20,463,728,90
761,50,30,10,412,729,90
762,50,35,20,181,398,90
763,50,40,50,100,289,90
764,48,30,10,539,786,90
765,48,40,10,12,223,90
766,47,35,10,753,948,90
767,47,40,10,12,275,90
768,45,30,10,669,842,90
769,45,35,10,836,1049,90
770,95,30,30,284,559,90
771,95,35,20,194,459,90
772,53,30,10,367,588,90
773,92,30,10,370,659,90
774,53,35,50,263,502,90
775,45,65,20,847,1130,90
776,90,35,10,119,344,90
777,88,30,10,469,748,90
778,88,35,20,50,295,90
779,87,30,10,573,826,90
780,85,25,10,694,895,90
781,85,35,30,47,356,90
782,75,55,20,293,496,90
783,72,55,10,154,449,90
784,70,58,20,360,621,90
785,68,60,30,470,697,90
786,66,55,10,76,335,90
787,65,55,20,25,260,90
788,65,60,30,551,802,90
789,63,58,10,640,899,90
790,60,55,10,20,276,90
791,60,60,10,756,969,90
792,67,85,20,257,552,90
793,65,85,40,409,584,90
794,65,82,10,209,412,90
795,62,80,30,130,305,90
796,60,80,10,36,283,90
797,60,85,30,470,713,90
798,58,75,20,30,248,90
799,55,80,10,628,935,90
800,55,85,20,530,843,90
801,45,68,10,760,1120,90
802,45,70,30,668,1028,90
803,42,66,10,16,376,90
804,42,68,10,575,935,90
805,42,65,10,15,375,90
806,40,69,20,482,842,90
807,40,66,20,18,378,90
808,38,68,20,110,470,90
809,38,70,10,390,750,90
810,35,66,10,204,564,90
811,35,69,10,297,657,90
812,25,85,20,507,867,90
813,22,75,30,30,390,90
814,22,85,10,414,774,90
815,20,80,40,227,587,90
816,20,85,40,322,682,90
817,18,75,20,33,393,90
818,15,75,20,37,397,90
819,15,80,10,132,492,90
820,30,50,10,10,370,90
821,30,52,20,760,1120,90
822,28,52,20,668,1028,90
823,28,55,10,575,935,90
824,25,50,10,15,375,90
825,25,52,40,17,377,90
826,25,55,10,482,842,90
827,23,52,10,109,469,90
828,23,55,20,390,750,90
829,20,50,10,202,562,90
830,20,55,10,297,657,90
831,10,35,20,39,399,90
832,10,40,30,31,391,90
833,8,40,40,33,393,90
834,8,45,20,604,964,90
835,5,35,10,134,494,90
836,5,45,10,511,871,90
837,2,40,20,229,589,90
838,0,40,30,321,681,90
839,0,45,20,416,776,90
840,35,30,10,113,473,90
841,35,32,10,21,381,90
842,33,32,20,19,379,90
843,33,35,10,16,376,90
844,32,30,10,206,566,90
845,30,30,10,391,751,90
846,30,32,30,299,659,90
847,30,35,10,767,1127,90
848,28,30,10,483,843,90
849,28,35,10,766,1126,90
850,26,32,10,668,1028,90
851,25,30,10,576,936,90
852,25,35,10,761,1121,90
853,44,5,20,137,497,90
854,42,10,40,42,402,90
855,42,15,10,35,395,90
856,40,5,30,231,591,90
857,40,15,40,35,395,90
858,38,5,30,323,683,90
859,38,15,10,516,876,90
860,35,5,20,416,776,90
861,50,30,10,391,751,90
862,50,35,20,110,470,90
863,50,40,50,15,375,90
864,48,30,10,483,843,90
865,48,40,10,12,372,90
866,47,35,10,671,1031,90
867,47,40,10,12,372,90
868,45,30,10,576,936,90
869,45,35,10,763,1123,90
870,95,30,30,242,602,90
871,95,35,20,147,507,90
872,53,30,10,298,658,90
873,92,30,10,335,695,90
874,53,35,50,203,563,90
875,45,65,20,770,1130,90
876,90,35,10,52,412,90
877,88,30,10,429,789,90
878,88,35,20,50,410,90
879,87,30,10,520,880,90
880,85,25,10,615,975,90
881,85,35,30,47,407,90
882,75,55,20,215,575,90
883,72,55,10,122,482,90
884,70,58,20,311,671,90
885,68,60,30,404,764,90
886,66,55,10,26,386,90
887,65,55,20,25,385,90
888,65,60,30,497,857,90
889,63,58,10,590,950,90
890,60,55,10,20,380,90
891,60,60,10,683,1043,90
892,67,85,20,225,585,90
893,65,85,40,317,677,90
894,65,82,10,131,491,90
895,62,80,30,38,398,90
896,60,80,10,36,396,90
897,60,85,30,412,772,90
898,58,75,20,30,390,90
899,55,80,10,602,962,90
900,55,85,20,507,867,90
901,52,75,10,311,471,90
902,45,70,30,213,373,90
903,62,69,10,1167,1327,90
904,60,66,10,1261,1421,90
905,42,65,10,25,185,90
906,16,42,20,497,657,90
907,58,70,20,1073,1233,90
908,34,60,20,2887,3047,90
909,28,70,10,2601,2761,90
910,35,66,10,2791,2951,90
911,35,69,10,2698,2858,90
912,25,85,20,2119,2279,90
913,22,75,30,2405,2565,90
914,22,85,10,2026,2186,90
915,20,80,40,2216,2376,90
916,20,85,40,1934,2094,90
917,18,75,20,2311,2471,90
918,15,75,20,1742,1902,90
919,15,80,10,1837,1997,90
920,30,50,10,10,170,90
921,30,56,20,2983,3143,90
922,28,52,20,22,182,90
923,14,66,10,1643,1803,90
924,25,50,10,116,276,90
925,22,66,40,2504,2664,90
926,8,62,10,1545,1705,90
927,23,52,10,209,369,90
928,4,55,20,1447,1607,90
929,20,50,10,398,558,90
930,20,55,10,303,463,90
931,10,35,20,781,941,90
932,10,40,30,593,753,90
933,8,40,40,685,845,90
934,8,45,20,1346,1506,90
935,5,35,10,876,1036,90
936,5,45,10,1253,1413,90
937,2,40,20,971,1131,90
938,0,40,30,1063,1223,90
939,0,45,20,1158,1318,90
940,36,18,10,1819,1979,90
941,35,32,10,2758,2918,90
942,33,32,20,2666,2826,90
943,33,35,10,2573,2733,90
944,32,20,10,1913,2073,90
945,30,30,10,2105,2265,90
946,34,25,30,2009,2169,90
947,30,35,10,2480,2640,90
948,36,40,10,2856,3016,90
949,48,20,10,967,1127,90
950,26,32,10,2292,2452,90
951,25,30,10,2200,2360,90
952,25,35,10,2385,2545,90
953,44,5,20,1256,1416,90
954,42,10,40,1160,1320,90
955,42,15,10,1065,1225,90
956,40,5,30,1350,1510,90
957,38,15,40,1725,1885,90
958,38,5,30,1442,1602,90
959,38,10,10,1630,1790,90
960,35,5,20,1535,1695,90
961,50,30,10,401,561,90
962,50,35,20,120,280,90
963,50,40,50,25,185,90
964,48,30,10,493,653,90
965,44,25,10,871,1031,90
966,47,35,10,588,748,90
967,47,40,10,12,172,90
968,42,30,10,776,936,90
969,45,35,10,680,840,90
970,95,30,30,2321,2481,90
971,95,35,20,2226,2386,90
